Dates,DayOfWeek,PdDistrict,Address,X,Y
2008-02-23 00:26:00,Saturday,SOUTHERN,100 Block of MINNA ST,-122.400683892904,37.7863808284118
2006-03-12 01:00:00,Sunday,RICHMOND,GEARY BL / 3RD AV,-122.461062711176,37.7811580519204
2009-03-21 06:09:00,Saturday,BAYVIEW,200 Block of MENDELL ST,-122.38405953488301,37.741544408704904
2004-12-06 18:03:00,Monday,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
2009-03-07 10:00:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-09-21 08:30:00,Saturday,BAYVIEW,INNES AV / MIDDLEPOINT RD,-122.379431585366,37.734081750032296
2012-06-28 09:00:00,Thursday,PARK,SEYMOUR ST / GOLDEN GATE AV,-122.437709591471,37.778832978233396
2005-11-30 00:01:00,Wednesday,RICHMOND,800 Block of 42ND AV,-122.502397032247,37.7726562501994
2012-12-29 12:00:00,Saturday,RICHMOND,500 Block of 26TH AV,-122.48566705503401,37.7790623532174
2006-01-26 23:30:00,Thursday,SOUTHERN,0 Block of THE EMBARCADEROSOUTH ST,-122.388168184837,37.7883061296672
2014-09-20 11:30:00,Saturday,MISSION,800 Block of CAPP ST,-122.417499429971,37.753084671409
2011-07-12 02:50:00,Tuesday,SOUTHERN,6TH ST / STEVENSON ST,-122.409696355558,37.7817540588712
2005-10-07 14:20:00,Friday,CENTRAL,1200 Block of PINE ST,-122.416408674934,37.7902019515976
2008-06-10 17:30:00,Tuesday,MISSION,3000 Block of 23RD ST,-122.412619862692,37.754250991938704
2011-11-20 22:00:00,Sunday,MISSION,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
2012-05-28 01:55:00,Monday,MISSION,400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2004-05-02 02:30:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-10-03 12:00:00,Wednesday,SOUTHERN,0 Block of MISSION ST,-122.392889145798,37.7935385958356
2013-06-24 07:15:00,Monday,TENDERLOIN,0 Block of MCALLISTER ST,-122.41340129915501,37.780906077687
2011-11-15 20:30:00,Tuesday,MISSION,600 Block of SOUTH VAN NESS AV,-122.417185210419,37.7627583408182
2005-01-12 08:15:00,Wednesday,CENTRAL,700 Block of POST ST,-122.41417943719,37.787502483207
2012-02-25 19:42:00,Saturday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2010-07-15 17:54:00,Thursday,INGLESIDE,200 Block of CAMBRIDGE ST,-122.41920461653099,37.7281878099119
2013-08-10 19:24:00,Saturday,RICHMOND,21ST AV / GEARY BL,-122.480452050119,37.7802790505664
2004-08-31 10:30:00,Tuesday,MISSION,15TH ST / MINNA ST,-122.41907475496201,37.7667189830285
2010-02-14 02:00:00,Sunday,RICHMOND,2800 Block of TURK ST,-122.451998028803,37.7780501202623
2006-04-23 09:30:00,Sunday,MISSION,1800 Block of FOLSOM ST,-122.41560549623699,37.767717752066496
2005-04-07 09:28:00,Thursday,NORTHERN,1700 Block of CALIFORNIA ST,-122.423156806774,37.7902088255652
2006-08-09 16:50:00,Wednesday,TENDERLOIN,600 Block of OFARRELL ST,-122.41597216535101,37.78535651423429
2006-03-25 12:00:00,Saturday,NORTHERN,0 Block of SANCHEZ ST,-122.431342864403,37.7684539072982
2010-04-24 23:30:00,Saturday,TARAVAL,1600 Block of 29TH AV,-122.48745027665701,37.756544166813505
2009-05-16 13:00:00,Saturday,SOUTHERN,MCCOPPIN ST / JESSIE ST,-122.42111313426099,37.7716796786266
2007-01-08 11:00:00,Monday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-04-09 22:35:00,Saturday,INGLESIDE,MISSION ST / APPLETON AV,-122.423951507758,37.738843307702
2014-10-04 08:00:00,Saturday,SOUTHERN,5TH ST / CLARA ST,-122.402379853055,37.7794578169764
2008-11-26 23:00:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-08-11 21:00:00,Saturday,PARK,400 Block of BAKER ST,-122.44113873404699,37.7750537845268
2006-04-21 02:15:00,Friday,SOUTHERN,BRYANT ST / 2ND ST,-122.393622739343,37.783079119147104
2008-06-24 10:00:00,Tuesday,BAYVIEW,CONNECTICUT ST / MARIPOSA ST,-122.397615493202,37.7637948384363
2013-09-03 22:45:00,Tuesday,TENDERLOIN,0 Block of STOCKTON ST,-122.40621287821699,37.786037162351896
2007-09-09 01:46:00,Sunday,NORTHERN,TURK ST / FRANKLIN ST,-122.42227702763999,37.78175287678809
2014-11-24 07:00:00,Monday,NORTHERN,0 Block of MARINA BL,-122.432951589917,37.805052022888106
2012-07-26 11:00:00,Thursday,INGLESIDE,700 Block of PARIS ST,-122.43841246766199,37.717193736091
2007-05-20 14:30:00,Sunday,BAYVIEW,1900 Block of QUINT ST,-122.399666710657,37.733608195124795
2008-09-03 17:25:00,Wednesday,NORTHERN,FILLMORE ST / TURK ST,-122.432142776025,37.780495583709005
2012-08-09 13:14:00,Thursday,PARK,0 Block of ORD ST,-122.440183150919,37.7631280299805
2015-02-08 00:01:00,Sunday,SOUTHERN,5THSTNORTH ST / MARKET ST,-122.408068345148,37.7839916768161
2010-06-14 13:00:00,Monday,SOUTHERN,200 Block of 8TH ST,-122.410385772132,37.7751713046069
2005-07-16 04:00:00,Saturday,INGLESIDE,100 Block of FARRAGUT AV,-122.45121839613,37.7113948499034
2010-04-09 18:30:00,Friday,NORTHERN,VANNESS AV / GOLDEN GATE AV,-122.420439512717,37.7810308461783
2007-11-04 03:46:00,Sunday,CENTRAL,BUSH ST / LARKIN ST,-122.418658294829,37.7889098399421
2012-05-01 12:00:00,Tuesday,SOUTHERN,800 Block of 7TH ST,-122.400455071852,37.7707817099653
2010-02-23 03:00:00,Tuesday,CENTRAL,400 Block of JACKSON ST,-122.403196488541,37.7963996843639
2012-06-02 22:21:00,Saturday,NORTHERN,MYRTLE ST / LARKIN ST,-122.417999278691,37.7856407526644
2011-05-04 13:53:00,Wednesday,TENDERLOIN,HYDE ST / GOLDEN GATE AV,-122.415508242782,37.7816542806076
2007-09-19 13:00:00,Wednesday,MISSION,19TH ST / LINDA ST,-122.42288047722401,37.7600121527949
2010-03-13 12:00:00,Saturday,TENDERLOIN,STOCKTON ST / GEARY ST,-122.40659226979601,37.7875673013055
2011-03-07 20:00:00,Monday,TARAVAL,18TH AV / MORAGA ST,-122.475535977887,37.7561526316014
2007-10-06 03:50:00,Saturday,TENDERLOIN,600 Block of ELLIS ST,-122.416893710739,37.7842860480389
2012-09-23 17:15:00,Sunday,INGLESIDE,0 Block of SANTOS ST,-122.41867937434999,37.711332789313005
2012-12-25 01:00:00,Tuesday,PARK,2200 Block of 15TH ST,-122.43437971409,37.7657385017217
2013-03-19 21:22:00,Tuesday,CENTRAL,200 Block of KEARNY ST,-122.403956301191,37.7900489356744
2011-01-01 03:00:00,Saturday,PARK,200 Block of WOODSIDE AV,-122.45423990761299,37.745956295385604
2006-07-29 14:20:00,Saturday,INGLESIDE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2007-12-01 01:25:00,Saturday,SOUTHERN,ESSEX ST / HARRISON ST,-122.394104744923,37.785150776928
2005-10-17 00:01:00,Monday,INGLESIDE,300 Block of NAGLEE AV,-122.44974837920799,37.714447692173295
2006-12-02 20:00:00,Saturday,SOUTHERN,4TH ST / BRANNAN ST,-122.396533248456,37.7783268978785
2015-04-05 21:44:00,Sunday,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2009-01-22 20:34:00,Thursday,MISSION,400 Block of CASTRO ST,-122.435012093789,37.761767718295395
2015-03-02 10:10:00,Monday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2006-10-03 09:57:00,Tuesday,PARK,2400 Block of GEARY BL,-122.443597047511,37.7826435280939
2014-12-23 00:01:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-02-18 20:47:00,Monday,BAYVIEW,4800 Block of 3RD ST,-122.390965298144,37.7344291807899
2012-08-20 11:57:00,Monday,MISSION,1000 Block of VALENCIA ST,-122.42107160116899,37.7556941430248
2008-06-29 03:25:00,Sunday,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2007-11-29 01:34:00,Thursday,CENTRAL,900 Block of NORTHPOINT ST,-122.422857719558,37.8054440413944
2014-01-24 15:00:00,Friday,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
2015-01-20 17:18:00,Tuesday,SOUTHERN,400 Block of BRANNAN ST,-122.394619010251,37.7799151588929
2015-02-21 22:45:00,Saturday,INGLESIDE,1500 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2006-12-31 14:56:00,Sunday,SOUTHERN,13TH ST / HARRISON ST,-122.413388483267,37.7695006538677
2012-08-25 10:00:00,Saturday,BAYVIEW,300 Block of BACON ST,-122.40610687323401,37.7270363076323
2014-07-07 09:30:00,Monday,BAYVIEW,MIDDLEPOINT RD / WILLS ST,-122.379417852372,37.736274003944004
2008-11-01 06:49:00,Saturday,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2010-11-19 07:00:00,Friday,BAYVIEW,CAROLINA ST / MARIPOSA ST,-122.40051751273998,37.7636189768617
2006-12-11 23:43:00,Monday,NORTHERN,WILLOW ST / LARKIN ST,-122.41762232101,37.78377623856839
2012-07-10 20:00:00,Tuesday,MISSION,2900 Block of 21ST ST,-122.413988938216,37.757275784974
2010-02-12 22:00:00,Friday,CENTRAL,1000 Block of COLUMBUS AV,-122.41511580012501,37.8037807941664
2013-09-05 19:30:00,Thursday,INGLESIDE,0 Block of FARRAGUT AV,-122.450519331485,37.7108360553293
2007-02-25 00:43:00,Sunday,NORTHERN,3200 Block of SCOTT ST,-122.44114771330901,37.7997018632448
2005-06-18 17:00:00,Saturday,CENTRAL,200 Block of GEARY ST,-122.407413025963,37.787407412522796
2007-11-04 22:05:00,Sunday,TENDERLOIN,OFARRELL ST / LARKIN ST,-122.417903977564,37.785167087551706
2015-01-08 14:20:00,Thursday,TARAVAL,20TH AV / IRVING ST,-122.478191939982,37.7635138827396
2005-08-13 14:30:00,Saturday,NORTHERN,1000 Block of EDDY ST,-122.42577891406,37.7823192392643
2008-09-17 11:27:00,Wednesday,MISSION,MARKET ST / CHURCH ST,-122.42895003272699,37.7675027326801
2004-06-08 18:55:00,Tuesday,TENDERLOIN,300 Block of OFARRELL ST,-122.41050925879499,37.786043222299206
2007-10-29 06:30:00,Monday,MISSION,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2006-05-06 15:00:00,Saturday,RICHMOND,JACKSON ST / BAKER ST,-122.44448115434601,37.7912062629101
2011-01-29 11:30:00,Saturday,MISSION,3200 Block of 22ND ST,-122.419297189961,37.7553465863701
2013-08-23 01:30:00,Friday,MISSION,500 Block of VALENCIA ST,-122.42173850847601,37.7640972229024
2013-11-13 14:30:00,Wednesday,NORTHERN,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2013-11-27 12:10:00,Wednesday,TARAVAL,100 Block of ARCH ST,-122.46701457229601,37.713365798221
2009-04-03 22:35:00,Friday,INGLESIDE,1400 Block of GENEVA AV,-122.432404559912,37.7127619257148
2007-11-18 11:30:00,Sunday,INGLESIDE,1000 Block of GIRARD ST,-122.40141185936001,37.7195539010642
2015-04-16 16:45:00,Thursday,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2010-07-04 19:28:00,Sunday,TENDERLOIN,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
2015-05-01 04:45:00,Friday,TARAVAL,1300 Block of JUDAH ST,-122.476481362708,37.761818925041204
2014-04-20 01:23:00,Sunday,SOUTHERN,300 Block of 12TH ST,-122.413431397414,37.7701481672269
2009-04-02 15:20:00,Thursday,PARK,ASHBURY ST / CLIFFORD TR,-122.44607488322599,37.764185882361005
2015-03-20 10:22:00,Friday,RICHMOND,GEARY BL / 6TH AV,-122.464281231896,37.78101931601871
2005-12-28 14:30:00,Wednesday,MISSION,1800 Block of 16TH ST,-122.47312747615901,37.753436250176
2010-01-16 16:00:00,Saturday,TARAVAL,1800 Block of 36TH AV,-122.494555653048,37.7524879615071
2009-05-11 11:35:00,Monday,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2014-08-05 12:00:00,Tuesday,INGLESIDE,100 Block of VIENNA ST,-122.426274307733,37.725886443243496
2010-08-14 10:00:00,Saturday,BAYVIEW,CESAR CHAVEZ ST / VERMONT ST,-122.402868034981,37.7494783929125
2012-11-13 17:30:00,Tuesday,SOUTHERN,100 Block of 6TH ST,-122.408466556173,37.7807008318778
2014-08-21 00:35:00,Thursday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.401817240144,37.788440503956
2013-07-12 17:03:00,Friday,CENTRAL,200 Block of SUTTER ST,-122.404013943546,37.7897518225049
2004-09-17 20:30:00,Friday,SOUTHERN,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2010-10-22 12:00:00,Friday,MISSION,500 Block of VALENCIA ST,-122.42187648849199,37.7640888944532
2012-01-23 18:00:00,Monday,SOUTHERN,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563
2007-08-07 23:00:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-08-11 14:00:00,Saturday,SOUTHERN,400 Block of MARKET ST,-122.398623347456,37.7912863462309
2006-01-14 10:00:00,Saturday,MISSION,CHURCH ST / 17TH ST,-122.42850845331002,37.762889628493205
2012-11-30 19:30:00,Friday,BAYVIEW,800 Block of CHINABASIN ST,-122.386775025935,37.765377517215
2007-10-31 20:30:00,Wednesday,TENDERLOIN,TURK ST / JONES ST,-122.41241426358101,37.7830037964534
2010-12-27 19:45:00,Monday,TENDERLOIN,100 Block of POWELL ST,-122.407877787733,37.785968007677496
2006-12-03 05:50:00,Sunday,NORTHERN,700 Block of ELLIS ST,-122.41856209710501,37.78418470913029
2015-02-05 20:00:00,Thursday,SOUTHERN,THE EMBARCADEROSOUTH ST / FOLSOM ST,-122.390094248247,37.7907638589303
2010-10-24 14:50:00,Sunday,INGLESIDE,WABASH TR / SAN BRUNO AV,-122.402100096688,37.712995132526295
2015-05-03 17:25:00,Sunday,CENTRAL,500 Block of GRANT AV,-122.405800540862,37.7921233434727
2009-05-16 17:00:00,Saturday,RICHMOND,800 Block of LA PLAYA ST,-122.509895418239,37.7723131976814
2008-08-04 11:00:00,Monday,CENTRAL,1700 Block of LEAVENWORTH ST,-122.416956952235,37.7968310384635
2007-04-21 09:40:00,Saturday,PARK,1700 Block of HAYES ST,-122.445253428621,37.7739861399056
2008-03-04 21:10:00,Tuesday,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.414302052544,37.781863316866
2010-05-22 15:30:00,Saturday,RICHMOND,600 Block of 14TH AV,-122.472570851532,37.7758905214335
2014-04-03 19:00:00,Thursday,TARAVAL,1400 Block of 28TH AV,-122.48664362029301,37.7603201652156
2012-05-04 19:30:00,Friday,MISSION,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2014-07-12 17:12:00,Saturday,NORTHERN,UNION ST / FILLMORE ST,-122.43549274625,37.79708696187821
2007-06-30 12:28:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-06-11 23:00:00,Monday,BAYVIEW,700 Block of MINNESOTA ST,-122.390443684963,37.7610307697076
2008-12-25 23:53:00,Thursday,SOUTHERN,MARKET ST / 10TH ST,-122.41750470314501,37.7765400380328
2007-07-13 07:00:00,Friday,BAYVIEW,MISSISSIPPI ST / 19TH ST,-122.39447532903499,37.7614170857993
2009-04-29 10:30:00,Wednesday,RICHMOND,400 Block of 22ND AV,-122.481377789138,37.7792533427041
2004-07-06 14:35:00,Tuesday,BAYVIEW,0 Block of CAMERON WY,-122.385879189053,37.7202869779119
2014-04-06 03:55:00,Sunday,NORTHERN,300 Block of FULTON ST,-122.42253647830601,37.7787958771466
2013-04-05 21:00:00,Friday,NORTHERN,FRANKLIN ST / CALIFORNIA ST,-122.423976158276,37.7901609310159
2012-08-24 09:30:00,Friday,MISSION,4400 Block of 24TH ST,-122.441146254228,37.7508143285811
2010-12-28 08:35:00,Tuesday,TARAVAL,1300 Block of 46TH AV,-122.505923256341,37.761339931633
2014-12-13 04:00:00,Saturday,SOUTHERN,100 Block of 2ND ST,-122.398972966106,37.7874298723673
2014-01-09 18:14:00,Thursday,SOUTHERN,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2014-11-26 21:30:00,Wednesday,CENTRAL,GEARY ST / LARKIN ST,-122.418090766692,37.7861007451645
2007-08-25 18:30:00,Saturday,SOUTHERN,700 Block of MISSION ST,-122.40284363862,37.7857184692369
2008-06-13 17:00:00,Friday,TENDERLOIN,100 Block of TURK ST,-122.411615075408,37.7831614109395
2008-07-22 09:30:00,Tuesday,SOUTHERN,MAIN ST / FOLSOM ST,-122.391862129659,37.7893703016967
2008-07-11 12:06:00,Friday,SOUTHERN,700 Block of MARKET ST,-122.40391914835699,37.7871160984672
2006-11-17 05:30:00,Friday,NORTHERN,LARKIN ST / HEMLOCK ST,-122.418368839165,37.7874861572271
2007-07-11 05:55:00,Wednesday,SOUTHERN,900 Block of MARKET ST,-122.408421116922,37.7835699386918
2009-05-17 22:00:00,Sunday,MISSION,MISSION ST / 24TH ST,-122.418448186101,37.7522391652625
2009-07-06 01:00:00,Monday,MISSION,4100 Block of 18TH ST,-122.435563016294,37.760801062884
2014-12-28 12:37:00,Sunday,PARK,1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372
2013-07-22 12:00:00,Monday,MISSION,1400 Block of VALENCIA ST,-122.420359911899,37.749695007739
2011-03-23 15:00:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-10-03 12:00:00,Tuesday,PARK,300 Block of CARL ST,-122.455615084227,37.7651340492249
2012-03-25 18:00:00,Sunday,SOUTHERN,100 Block of OTIS ST,-122.420303482492,37.770896885856
2014-01-21 11:48:00,Tuesday,INGLESIDE,4400 Block of MISSION ST,-122.433431238863,37.7263839435754
2014-06-14 04:00:00,Saturday,INGLESIDE,ALEMANY BL / ELLSWORTH ST,-122.418968700591,37.7322083101759
2012-12-27 16:15:00,Thursday,CENTRAL,CALIFORNIA ST / KEARNY ST,-122.404420631879,37.792640210997
2011-08-12 17:58:00,Friday,RICHMOND,TRANSVERSE DR / MIDDLE DR,-122.479685724438,37.7677603209494
2008-07-11 18:00:00,Friday,CENTRAL,200 Block of KEARNY ST,-122.404050881987,37.7905143145124
2011-11-17 05:48:00,Thursday,NORTHERN,0 Block of LARKIN ST,-122.41642229323799,37.7781985654339
2009-08-09 21:46:00,Sunday,MISSION,26TH ST / HARRISON ST,-122.411595216432,37.7494360392756
2012-01-25 13:05:00,Wednesday,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2011-05-05 17:00:00,Thursday,SOUTHERN,5TH ST / HOWARD ST,-122.404934413339,37.781498721321796
2006-02-25 01:26:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-05-28 15:45:00,Wednesday,NORTHERN,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2005-09-08 11:30:00,Thursday,SOUTHERN,6TH ST / FOLSOM ST,-122.405618998029,37.778504519068896
2014-10-14 23:00:00,Tuesday,BAYVIEW,0 Block of FLORA ST,-122.39439693880699,37.7318711159459
2014-03-23 15:00:00,Sunday,TARAVAL,1300 Block of 9TH AV,-122.466175257158,37.7630911994124
2008-04-04 14:56:00,Friday,INGLESIDE,900 Block of CAYUGA AV,-122.439151462948,37.7231754316395
2014-02-05 16:00:00,Wednesday,BAYVIEW,1200 Block of HOLLISTER AV,-122.395098403651,37.7213030940671
2005-11-16 14:41:00,Wednesday,NORTHERN,700 Block of POLK ST,-122.419387180576,37.7837899781799
2012-05-03 13:15:00,Thursday,PARK,2ND AV / LINCOLN WY,-122.458949500284,37.7662553216685
2005-05-03 10:00:00,Tuesday,NORTHERN,STEINER ST / WILMOT ST,-122.435202377987,37.7872742465549
2014-08-07 15:15:00,Thursday,PARK,SCOTT ST / GEARY BL,-122.437850882558,37.783717433380296
2007-10-05 22:17:00,Friday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2010-09-06 14:16:00,Monday,SOUTHERN,300 Block of MISSION ST,-122.39621115403799,37.790761361966
2004-05-02 11:59:00,Sunday,MISSION,2300 Block of FOLSOM ST,-122.41483349405199,37.75967793721461
2006-06-14 22:53:00,Wednesday,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2015-01-09 15:00:00,Friday,PARK,700 Block of BAKER ST,-122.44170538645099,37.777854014117395
2004-05-10 13:00:00,Monday,CENTRAL,700 Block of KEARNY ST,-122.40490444784099,37.7946478828923
2014-07-21 23:00:00,Monday,PARK,MCALLISTER ST / LYON ST,-122.44332444477699,37.7771638194542
2009-01-05 19:43:00,Monday,MISSION,GUERRERO ST / HILL ST,-122.423256715855,37.7559680322918
2013-10-14 00:30:00,Monday,RICHMOND,400 Block of CLEMENT ST,-122.463894088904,37.7829092614438
2011-07-17 09:44:00,Sunday,INGLESIDE,MISSION ST / SANTAMARINA ST,-122.423091821462,37.74064284948921
2011-06-18 21:30:00,Saturday,BAYVIEW,NEWCOMB AV / NEWHALL ST,-122.391648748966,37.7362897860778
2011-01-24 22:01:00,Monday,MISSION,500 Block of SANCHEZ ST,-122.430466314217,37.760760560539495
2013-05-05 21:10:00,Sunday,MISSION,20TH ST / MISSION ST,-122.419052694349,37.7586324051562
2014-07-26 08:00:00,Saturday,SOUTHERN,700 Block of FOLSOM ST,-122.399625435061,37.7831585013597
2007-03-09 19:38:00,Friday,BAYVIEW,900 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2008-04-30 11:20:00,Wednesday,BAYVIEW,INGALLS ST / QUESADA AV,-122.38399569989402,37.7291138540107
2009-09-02 22:31:00,Wednesday,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2005-12-13 09:42:00,Tuesday,NORTHERN,PIXLEY ST / FILLMORE ST,-122.43577500271799,37.7984860019699
2005-11-14 08:15:00,Monday,RICHMOND,CLAY ST / BRODERICK ST,-122.442478128319,37.7896625444926
2011-11-16 20:08:00,Wednesday,TENDERLOIN,100 Block of HYDE ST,-122.415669661443,37.7821198488931
2011-05-30 07:58:00,Monday,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2010-02-26 14:30:00,Friday,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2010-04-24 11:30:00,Saturday,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2007-10-06 13:19:00,Saturday,NORTHERN,200 Block of WALLER ST,-122.427796653328,37.771431751665396
2012-11-17 14:00:00,Saturday,CENTRAL,0 Block of GEARY ST,-122.404271795034,37.7878080003666
2013-12-27 14:02:00,Friday,CENTRAL,400 Block of PINE ST,-122.40405516903799,37.7917670259239
2013-12-12 17:53:00,Thursday,SOUTHERN,0 Block of 6TH ST,-122.40891322980801,37.781211650766295
2009-12-08 13:30:00,Tuesday,BAYVIEW,600 Block of DEHARO ST,-122.401191922623,37.7616428225519
2012-11-18 12:00:00,Sunday,TARAVAL,20TH AV / WAWONA ST,-122.476365874619,37.7374071697733
2013-04-30 13:00:00,Tuesday,SOUTHERN,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2010-10-22 08:25:00,Friday,INGLESIDE,300 Block of LAGRANDE AV,-122.425591802243,37.7197426710766
2014-02-09 19:40:00,Sunday,MISSION,2100 Block of MISSION ST,-122.419561596094,37.7632161069131
2005-04-06 03:30:00,Wednesday,RICHMOND,1700 Block of PIERCE ST,-122.436722067333,37.7861346343274
2011-12-18 21:00:00,Sunday,NORTHERN,400 Block of GOLDEN GATE AV,-122.41800394624799,37.7813938356093
2004-06-22 10:15:00,Tuesday,SOUTHERN,400 Block of STEVENSON ST,-122.40856003729601,37.7825859895625
2012-05-30 20:15:00,Wednesday,NORTHERN,1800 Block of GEARY BL,-122.433312427626,37.7845301385709
